Name;Type;Ratio;Amount
internalSubscribeTo:;#yourself;1.00;108
internalUnsubscribeFrom:;#yourself;1.00;66
intoWorld:;Morph;1.00;99
invalidInputCollections;Array;1.00;41
invalidRect:;Morph;1.00;130
invalidRect:from:;Morph;1.00;158
invalidate;#yourself;1.00;166
invert:;Number;0.94;30
isAbstract;Boolean;1.00;5066
isAbstract:;#yourself;1.00;39
isAbstractClass;Boolean;1.00;48
isActive;Boolean;1.00;53
isAssociation;Boolean;1.00;31
isAttachedToSceneGraph;Boolean;1.00;166
isAttribute;Boolean;1.00;52
isBasedOnEmptyBasis;Boolean;1.00;33
isBinary;Boolean;1.00;110
isBoundToEnvironment;Boolean;1.00;78
isBuilt;Boolean;1.00;30
isChecked;Boolean;1.00;33
isClass;Boolean;1.00;57
isClassDefinition;Boolean;1.00;32
isClassSide;Boolean;1.00;36
isClosed;Boolean;1.00;66
isCollection;Boolean;1.00;31
isComment;Boolean;1.00;74
isComposed;Boolean;1.00;36
isComposite;Boolean;1.00;155
isConsumed;Boolean;1.00;141
isContainer;Boolean;1.00;32
isContentNode;Boolean;1.00;35
isDead;Boolean;1.00;37
isDefault;Boolean;1.00;54
isDetached;Boolean;1.00;31
isDiagramOnly;Boolean;1.00;129
isDirectory;Boolean;1.00;62
isDirty:;RSShape;1.00;49
isDisabled;Boolean;0.99;73
isDocument;Boolean;1.00;30
isElement;Boolean;1.00;182
isElementEvent;Boolean;1.00;33
isElementNamed:;Boolean;1.00;49
isEmpty;Boolean;1.00;412
isEnabled;Boolean;1.00;120
isExecutedFromEmptyScope;Boolean;1.00;39
isExecutedFromMultipleScope;Boolean;1.00;38
isExecutedFromScope:;Boolean;1.00;41
isExecutedFromScopeOf:;Boolean;1.00;38
isExecutedFromSingleScope;Boolean;1.00;37
isExternal;Boolean;1.00;35
isFilterExpression;Boolean;1.00;31
isFixed;Boolean;1.00;51
isFlowable;Boolean;1.00;50
isFocused;Boolean;1.00;96
isHorizontal;Boolean;1.00;150
isImplicit;Boolean;1.00;99
isInACanvas;Boolean;1.00;66
isIncludedIn:parentSelectorsCache:;Boolean;1.00;56
isInstanceRedefined:;Boolean;1.00;34
isIslandBorder;Boolean;1.00;35
isIslandBorderOpenSet:;Boolean;1.00;54
isLayoutRequested;Boolean;1.00;57
isLeaf;Boolean;1.00;42
isLine;Boolean;1.00;37
isLocalSelector:;Boolean;1.00;785
isMatchParent;Boolean;1.00;36
isMeta;Boolean;1.00;118
isMooseObject;Boolean;1.00;44
isMorph;Boolean;1.00;36
isMultipleSelection;Boolean;1.00;31
isNamed:;Boolean;1.00;36
isNamespace;Boolean;1.00;35
isNode;Boolean;1.00;59
isNotEmpty;Boolean;1.00;69
isNull;Boolean;1.00;150
isNullable;Boolean;1.00;67
isOfType:;Boolean;1.00;99
isPI;Boolean;1.00;50
isParameter;Boolean;1.00;33
isPetitFailure;Boolean;1.00;33
isPetitParser;Boolean;1.00;32
isPositionableByUser;Boolean;1.00;71
isPreventedSkinEvent:;Boolean;1.00;30
isPreventedSkinEventClass:;Boolean;1.00;31
isProductionCommandClass;Boolean;1.00;32
isReadOnly;Boolean;1.00;74
isRealMetamodel;Boolean;1.00;37
isRedefined;Boolean;1.00;35
isRendered;Boolean;1.00;540
isRequired;Boolean;1.00;53
isResizableByUser;Boolean;1.00;61
isResult:affectedBy:;Boolean;1.00;37
isRewriteRule;Boolean;1.00;199
isRingResolved;Boolean;1.00;99
isRoot;Boolean;1.00;91
isRootQuery;Boolean;1.00;38
isRunning;Boolean;1.00;82
isSatisfiedBy:;Boolean;1.00;48
isScripting;Boolean;1.00;35
isSelected;Boolean;1.00;35
isSimulable;Boolean;1.00;36
isSpaceEvent;Boolean;1.00;30
isStandaloneExternal;Boolean;1.00;41
isStatic;Boolean;1.00;51
isSteppable;Boolean;1.00;33
isStringNode;Boolean;1.00;63
isStub;Boolean;1.00;114
isStub:;MooseEntity;1.00;65
isTagged;Boolean;1.00;37
isTargetUsedAsContainer;Boolean;1.00;53
isTestCase;Boolean;1.00;611
isTrait;Boolean;1.00;31
isTransparent;Boolean;1.00;65
isUIEvent;Boolean;1.00;37
isValid;Boolean;1.00;191
isVertical;Boolean;1.00;63
isVisible;Boolean;1.00;552
isZero;Boolean;1.00;38
item:;#yourself;0.98;100
itemCount;Integer;1.00;99
itemElement;BlElement;1.00;31
items:;#yourself;0.86;43
itemsStartingAt:count:;SequenceableCollection;1.00;32
iteratorWalk;Array;1.00;81
jQuery;JQueryClass;1.00;31
javascriptContentOn:;WAObject;1.00;131
javascriptOn:;#yourself;1.00;70
key;Symbol;0.82;138
keyboardFocusChange:;Morph;1.00;45
keys;Collection;1.00;57
keysAndValuesDo:;#yourself;0.99;85
keysDo:;#yourself;1.00;48
kindErrorMessage;String;1.00;41
kmDispatcher;KMDispatcher;1.00;37
label;String;0.83;295
label:;#yourself;0.98;317
labelText:;#yourself;0.98;51
lastRun;Dictionary;1.00;33
lastUpperCaseIndexIn:;Integer;1.00;57
launcherCmdDescription;String;1.00;56
launcherModel;PharoLauncherCLIModel;1.00;30
layout:;#yourself;0.97;202
layout:in:context:;#yourself;0.94;33
layoutBounds;Rectangle;0.93;139
layoutChanged;Morph;1.00;234
layoutFrame;LayoutFrame;1.00;44
layoutInBounds:;Morph;1.00;96
layoutInset;Integer;0.88;121
layoutInset:;#yourself;1.00;42
layoutPolicy;LayoutPolicy;1.00;67
layoutPolicy:;#yourself;1.00;65
layoutProperties;TableLayoutProperties;1.00;93
layoutProperties:;#yourself;1.00;84
left:;#yourself;0.94;46
leftToRight;BlElementAlignment;0.90;36
length;Number;0.94;51
level;Integer;1.00;56
lines;OrderedCollection;0.81;34
linkDiagramElementToModel;OPElementController;1.00;52
listClass;Object class;1.00;31
listDirection:;#yourself;1.00;56
listElement;ToAbstractListElement;1.00;96
listElement:;#yourself;1.00;35
loads:;#yourself;1.00;63
localBoundsToGlobal:;BlCachedBounds;0.87;46
localBoundsToParent:;BlBounds;1.00;32
localMethodDict;MethodDictionary;1.00;3234
localMethods;Array;1.00;3311
localName;String;1.00;54
lookupTheme;ToRawTheme;0.91;91
makeResolved;#yourself;1.00;54
margin;BlInsets;0.97;63
margin:;#yourself;1.00;31
markNeedsPaintFrom:;BlElement;1.00;81
markerEnd:;RSObject;1.00;44
massageLine:;String;1.00;34
match:inContext:seen:;Boolean;1.00;44
matchAgainst:;Boolean;1.00;43
matchExtent:;#yourself;1.00;47
matchParent;#yourself;0.96;118
matches:;Boolean;0.95;157
matchesTag:;Boolean;1.00;30
materializeInstancesStepWith:;#yourself;1.00;40
materializePostInstancesStepWith:;#yourself;1.00;40
materializeReferencesOf:with:;#yourself;1.00;31
materializeReferencesStepWith:;#yourself;1.00;44
materializedObjects;FLMaterializedObjects;1.00;35
materializer;FLMaterializerMock;0.96;43
matrix;AthensAffineTransform;0.94;61
max;Magnitude;0.87;41
max:;#yourself;0.97;39
maxChartValueX;Number;1.00;32
maxChartValueY;Number;1.00;34
maximalUpToEndSize;Integer;1.00;86
measure:with:;#yourself;0.85;34
measureSafely:;BlElement;1.00;48
measuredBounds;BlElementLocalBounds;1.00;84
measuredExtent;Point;1.00;126
measuredExtent:;BlElement;1.00;57
measuredHeight;Float;0.95;36
measuredWidth;Float;0.90;38
memberEnds;OPUMLToManyLinks;1.00;51
memory;#soleInstance;1.00;40
mergeOwnInstances:;OrderedCollection;1.00;36
mergeOwnInstances:unifiedBy:;OrderedCollection;1.00;36
mergeSpec:;MetacelloSpec;1.00;39
message;String;0.86;44
metamodel;FMMetaModel;1.00;232
metamodel:;#yourself;1.00;35
method;ArrayedCollection;0.82;88
methodFor:;RBMethod;0.88;43
methodOfInteresetSelectors;Array;1.00;106
methodPassed:;Boolean;1.00;33
methods;Collection;0.94;121
middleElement:;ToElement;1.00;35
min;Magnitude;0.95;41
min:;#yourself;0.94;33
minChartValueX;Number;1.00;32
minChartValueY;Number;1.00;32
minExtent;Point;1.00;148
minHeight;Integer;0.92;101
minWidth;Integer;0.89;101
minimumExtent;Point;1.00;37
model:;#yourself;0.92;817
modelChanged;#yourself;1.00;120
modelClass;Object class;0.96;452
modelElement:;OPDiagramElement;1.00;132
modelElements;Array;1.00;94
modelElements:;OPDiagramElement;1.00;82
models:;SequenceableCollection;0.80;37
mooseID;Integer;1.00;217
mooseModel;MooseModel;0.98;170
mooseModel:;#yourself;1.00;81
mooseName;Symbol;1.00;559
mooseNameOn:;#yourself;1.00;666
morph:;#yourself;0.80;41
morphicLayerNumber;Integer;1.00;32
moveTo:;#yourself;0.98;40
moveToEmptySpace;OPBoundNode;1.00;34
movesWithOtherShape;Boolean;1.00;61
myCritiquesOnMethod:;OrderedCollection;1.00;56
name;Symbol;0.98;882
name:;#yourself;0.93;1342
named:;#soleInstance;0.94;395
named:model:;MooseEntity;1.00;49
named:parent:;RGObject;1.00;47
namespaceScope;XMLNamespaceScope;1.00;30
namespaceURI;String;1.00;43
needsPaint;Boolean;1.00;73
new;#soleInstance;0.99;1069
new:;#soleInstance;1.00;188
newAnalyzingCollection;Collection;1.00;40
newCData:;XMLCData;1.00;39
newComment:;XMLComment;1.00;40
newControllerFor:;OPElementController;1.00;37
newDocument;XMLDocument;0.93;38
newElement;XMLElement;0.87;45
newEventDispatcher;BlElementEventDispatcher;1.00;85
newFixture;IceBasicRepositoryFixture;0.95;79
newFrom:;#soleInstance;0.90;93
newHolder;ToNodeHolder;1.00;38
newLayout;SpExecutableLayout;0.95;38
newListForSelect;XMLNodeList;0.91;31
newMaterializing;#soleInstance;1.00;39
newNode;XMLNode;1.00;55
newNodeForHolder:;ToAbstractListNode;1.00;35
newOnShared:;#soleInstance;1.00;344
newPI;XMLPI;1.00;37
newPITarget:data:;XMLPI;1.00;37
newProjectWithRepositoryDescription:;MetacelloCypressBaselineProject;1.00;50
newQuery;FQUnaryQuery;0.85;33
newRawSkin;ToRawSkin;0.99;111
newSkinManager;ToSkinManager;1.00;55
newStreamAdapter;XMLStreamAdapter;1.00;141
newStreamAdapterOn:;XMLStreamAdapter;1.00;93
newStringNode:;XMLString;1.00;34
newTest;TestCase;1.00;49
newTestingSpace;BlSpace;1.00;48
nextConfigurationPass;Integer;1.00;32
nextMorphAcrossInWindow;Morph;1.00;31
nextMorphInWindow;Morph;1.00;45
nextSets:into:;Boolean;1.00;39
noPaint;#yourself;1.00;43
node:;#yourself;1.00;40
nodeBuilder:;#yourself;1.00;30
nodeClass;Object class;0.98;102
nodeFactory;XMLPluggableNodeFactory;1.00;32
nodeListClass;XMLNodeList class;0.93;38
nodeManager;ToAbstractNodeManager;1.00;71
nodeSetClass;XPathNodeSet class;1.00;56
nodeTest;XPathASTNodeTestNode;0.86;30
nodeTest:;XPathASTStepNode;1.00;30
nodes;Collection;0.99;301
nodes:;#yourself;0.90;56
nodesDo:;#yourself;1.00;79
nodesSelect:;Array;0.82;32
noteNewOwner:;Morph;1.00;138
notifyExtentChanged;#yourself;1.00;57
notifyPositionInSpaceChanged;BlElement;1.00;34
nullClass;XMLNullStreamConverter class;1.00;42
numberOfColumns;Integer;1.00;43
numberOfLinesOfCode;Integer;1.00;30
numberOfLinesOfCode:;MooseEntity;1.00;42
numberOfRows;Integer;1.00;100
objects;Collection;0.93;132
oclIsKindOf:;Boolean;1.00;72
of:;#soleInstance;0.87;85
of:in:;#soleInstance;1.00;98
ofAll:in:;ClyTypedScope;1.00;43
offset:;#yourself;1.00;78
on:opposite:;Collection;1.00;37
on:send:to:;#yourself;0.94;32
onAddedToParent;BlElement;1.00;79
onAddedToSceneGraph;BlElement;1.00;81
onChildAdded:;BlElement;1.00;67
onEnvironment:;#soleInstance;0.83;58
onExtentChanged;BlElement;1.00;48
onInstalledIn:;#yourself;1.00;260
onLayout:context:;BlElement;1.00;72
onLayoutDone;BlElement;1.00;53
onMeasure:;BlElement;1.00;59
onPositionInSpaceChanged;BlElement;1.00;34
onShape:;RSInteraction;1.00;172
onSkinInstalled:;BlElement;1.00;30
onStepDo:;#yourself;1.00;35
onSystem:;PMStepper;1.00;56
onUninstalledIn:;#yourself;1.00;63
opacity;Float;0.85;46
opacity:;#yourself;0.94;30
openForTests:;MiAbstractBrowser;1.00;33
openInstance;#yourself;1.00;53
openTag;WATagBrush;1.00;36
opposite;#yourself;1.00;36
optimizationGroup;Symbol;1.00;30
optional;PPOptionalParser;0.97;65
options:;#yourself;0.99;73
order;Integer;0.98;134
order:;#yourself;0.97;107
orderByPriority;OPModelSimulator;1.00;31
orderedKeys;Array;1.00;34
orientation:;#yourself;1.00;33
origin:;#yourself;0.96;48
otherExpression;XPathASTNode;1.00;48
outOfWorld:;Morph;1.00;100
outerBounds;Rectangle;1.00;130
outgoing;SequenceableCollection;0.81;120
outgoingMSEProperties;Array;1.00;44
outgoingMSEPropertiesIn:;Array;1.00;44
outputCollection;String;0.84;73
outputTo:;IteratorDecorator;0.96;64
outskirts;BlOutskirts;1.00;31
ownedAttributes;OPUMLToManyLinks;1.00;32
ownedElements;Collection;1.00;300
owner:;#yourself;0.86;48
ownerChanged;Morph;1.00;115
ownerDiagramElement;OPOpenPonkDiagram;0.91;52
owningElement:;OPDiagramElement;1.00;167
package:;#yourself;0.96;367
package:with:;#yourself;1.00;166
packageName;Symbol;1.00;141
packageName1;String;1.00;49
packageNameForAnnotations;String;1.00;36
packageNames;Collection;1.00;34
packagedElements;OrderedCollection;0.94;33
packages;SequenceableCollection;0.85;74
padding:;#yourself;1.00;144
paint:width:;BlBorder;1.00;36
paneColor;Color;1.00;37
paneColorOrNil;Color;1.00;36
parameters;SequenceableCollection;0.97;208
parameters:;#yourself;0.90;83
parent:;#yourself;0.93;630
parentDo:;BlElement;1.00;36
parentSelectors;Array;1.00;70
parentSelectorsIn:;Array;1.00;50
parentType;MooseEntity;1.00;56
parentType:;MooseEntity;1.00;63
parentTypesIn:;Array;1.00;58
parents;Collection;0.97;63
parentsDo:;MooseEntity;1.00;36
parseMethod:;OCMethodNode;1.00;53
parseTreeForSelector:;OCMethodNode;1.00;136
parseTreeRewriterClass;OCParseTreeRewriter class;1.00;37
parseTreeSearcher;OCParseTreeSearcher;1.00;37
parseTreeSearcherClass;OCParseTreeSearcher class;1.00;38
parserClass;Object class;1.00;219
parserInstanceFor:;PPDelegateParser;1.00;30
passivate;Morph;1.00;84
password;String;1.00;36
password:;#yourself;0.95;40
peek;Magnitude;0.85;200
performTest;TestCase;1.00;176
plus;PPPossessiveRepeatingParser;0.93;52
popup;RSObject;0.83;39
port;Integer;1.00;31
position:;#yourself;0.97;527
position:extent:context:;BlElement;1.00;54
positional:;SequenceableCollection;0.95;35
postCopy;#yourself;1.00;378
postCopyProperties;#yourself;1.00;35
postLoadDoIt:;#yourself;1.00;41
postOpenInWorld:;Morph;1.00;33
precedingNodes;XMLNodeList;0.94;34
precedingNodesDo:;XMLNode;1.00;55
precedingSiblingNodes;XMLNodeList;0.94;34
precedingSiblingNodesDo:;XMLNode;1.00;58
predicates;OrderedCollection;0.89;40
preferredExtent;Point;1.00;56
prefix;Symbol;0.91;63
prefix:;#yourself;0.81;30
prepareBasisFrom:;Collection;1.00;30
prepareForDelivery;Announcement;1.00;58
prepareForExecution;ReAbstractTransformation;1.00;136
prepareNewResult;ClyRawQueryResult;0.85;73
prepareObjectsStep;#yourself;1.00;43
prepareStateBeforeExecution;#yourself;1.00;41
prepareToShow;OPAbstractElementControllerTest;1.00;68
presenter;SpPresenter;0.94;128
presenter:;#yourself;1.00;38
presenterStyles;Array;1.00;51
preventedSkinEventClasses;IdentitySet;1.00;31
primaryEncodingName;String;1.00;41
primarySelectionMode;ToListPrimarySelectionMode;1.00;64
print:on:;#yourself;1.00;35
printOn:;#yourself;1.00;1141
priority;Integer;0.99;265
priority:;#yourself;1.00;98
priorityAny;OPModelSimulator;1.00;32
privateAddMorph:atIndex:;Morph;1.00;80
privateAnnouncer;Announcer;1.00;33
privateChildrenSelectorsIn:;Array;1.00;36
privateClearMooseName;MooseEntity;1.00;32
privateFullBounds;Rectangle;1.00;125
privateFullMoveBy:;Morph;1.00;103
privateMoveBy:;Morph;1.00;120
privateOwner:;#yourself;1.00;120
privatePreviousMeasurementSpec;BlExtentMeasurementSpec;1.00;43
privatePreviousMeasurementSpec:;BlElement;1.00;48
privateRequestingLayout:;BlElement;1.00;88
privateSetMooseModel:;#yourself;1.00;196
privateTransform;ReAbstractTransformation;1.00;210
proceedThroughWarning:;RBAbstractEnvTestCase;1.00;90
processAttributes:;XMLAttributeValidator;1.00;41
productionNames;Dictionary;1.00;57
project;MetacelloMCBaselineProject;0.92;625
projectClass;MetacelloMCBaselineProject class;1.00;276
properties;Collection;0.84;273
propertyAt:ifAbsentPut:;SequenceableCollection;0.82;59
protocol;Symbol;1.00;46
protocol:;#yourself;1.00;33
protocolName;String;1.00;53
prototype;XPathFunctionPrototype;0.97;74
prototypeName;String;1.00;59
pushAll:during:;WAContextTest;1.00;98
pvtResolvableProperties;SequenceableCollection;1.00;71
queryClass;Object class;1.00;32
radius:;#yourself;0.90;37
range;Array;0.90;36
range:;#yourself;0.96;87
rationale;String;1.00;143
rawContentString;String;1.00;30
rbClass:;RBAbstractRefactoringTest;1.00;52
readOnly;Boolean;0.97;64
readOnly:;#yourself;1.00;37
readParametersFromContext:;CmdCommand;1.00;67
receiveEntity:;MiAbstractBrowser;1.00;93
receivingMode;MiBrowserReceivingMode class;1.00;49
recursivelyOwnedElement:renderedIn:;#yourself;1.00;32
refactoringOptions;IdentityDictionary;1.00;78
referenceCommit;IceCommitish;0.95;36
referencesOf:do:;#yourself;1.00;39
refresh;#yourself;0.98;107
registerIndexesOn:;#yourself;1.00;67
registerModel;OPAbstractElementControllerTest;1.00;67
registerModelIn:;OPElementController;1.00;116
registerModelInContainer:;OPElementController;1.00;63
relatedElements;SequenceableCollection;1.00;37
releaseCache;#yourself;1.00;30
remove;#yourself;1.00;303
removeAll;#yourself;0.92;109
removeAllMorphs;Morph;1.00;32
removeChild:;#yourself;1.00;41
removeController;OPController;1.00;70
removeControllerAndDiagramElement;OPElementController;1.00;160
removeControllerAndModel;OPElementController;1.00;71
removeDependentConrollersAndModels;OPElementController;1.00;51
removeDependentControllers;#yourself;1.00;64
removeDependentControllersAndDiagramElements;OPElementController;1.00;52
removeDiagramElement;OPElementController;1.00;107
removeDuplicates;DuplicateRemoverIterator;1.00;38
removeEventHandler:;#yourself;1.00;75
removeFrom:;#yourself;1.00;46
removeFromDiagramController;#yourself;1.00;66
removeModel;OPElementController;1.00;160
removeOwnedElements;OPModelObject;1.00;33
removeRelatedElements;OPModelObject;1.00;33
removeRender;#yourself;1.00;346
removedMorph:;Morph;1.00;45
renderBasicShape;RSShape;1.00;127
renderBasicShapeIn:;RSShape;0.95;95
renderContext;WARenderContext;1.00;57
renderDiagramElement;RSShape;0.97;72
renderIn:;RSObject;0.97;311
renderOn:;#yourself;1.00;60
renderShapeDetails;#yourself;1.00;159
rendererClass;WATagCanvas class;0.97;30
rendererClass:;#yourself;1.00;41
replace:with:;#yourself;1.00;66
replaceFrom:to:with:;#yourself;0.89;34
replaceFrom:to:with:startingAt:;#yourself;1.00;34
repository;IceRepository;0.84;177
repository:;#yourself;0.90;190
repositoryModel;IceTipRepositoryModel;1.00;52
repositoryName;String;1.00;42
request;WAObject;0.86;36
requestConfiguration;#yourself;1.00;41
requestContext;WARequestContext;1.00;197
requestFitContentOn:;#yourself;1.00;39
requestHFitContentOn:;BlElement;1.00;31
requestHMatchParentOn:;#yourself;1.00;83
requestLayout;#yourself;1.00;142
requestLayout:;#yourself;1.00;88
requestMatchParentOn:;#yourself;1.00;51
requestNewSkin;BlElement;1.00;125
requestVFitContentOn:;#yourself;1.00;54
requestVMatchParentOn:;#yourself;1.00;56
required;Boolean;1.00;46
requiredErrorMessage;String;1.00;41
requiredResult;ClyQueryResult;0.83;194
requiredResult:;#yourself;1.00;107
requires:;#yourself;1.00;168
reset;#yourself;0.99;349
resetActions;#yourself;1.00;47
resetBBox;RSShape;1.00;50
resetChildrenArray;BlElement;1.00;85
resetMetamodel;FMMetaModel;1.00;30
resetMooseEntityCache;#yourself;1.00;299
resetMooseName;Boolean;1.00;158
resetPath;RSShape;1.00;63
resetPrivateState;#yourself;1.00;291
resetResult;#yourself;1.00;126
resetScope;#yourself;1.00;90
resizerDo:;#yourself;1.00;105
resolveAllModelElements:;Boolean;1.00;77
resolveModelElements:;Boolean;1.00;77
resolvedProperties;Array;1.00;30
resources;Array;0.99;182
response;WAResponse;0.92;34
restrictedByScope:;#yourself;1.00;41
resultItemsType;Object class;1.00;37
results;Collection;0.97;61
retrievesItemsAs:;Boolean;1.00;38
reverseDo:;#yourself;1.00;39
right:;#yourself;0.92;36
roassalShape;RSShape;0.99;561
roassalShapeUnsubscribe:;OPDiagramElement;1.00;55
rope;BlRope;1.00;32
rotateByDegrees:;#yourself;1.00;31
rows;SequenceableCollection;0.97;32
rows:;#soleInstance;0.84;48
ruleName;String;1.00;501
runCase;TestCase;1.00;120
runner:;#yourself;1.00;35
satisfy:;Boolean;0.95;37
scale;Number;0.83;45
scaleBy:;#yourself;1.00;57
scope;ClyScope;0.97;255
scope:;#yourself;0.98;162
scopeFor:query:;Set;0.91;32
scopeForQuery:direction:;MooseEntity;1.00;49
scrollBounds;Rectangle;1.00;30
secondClassVariableName;String;1.00;33
secondarySelecter;ToSecondarySelecter;1.00;37
segments;SequenceableCollection;1.00;37
selectAll;#yourself;0.95;62
selectIndex:;#yourself;1.00;69
selectedIndex;Integer;0.94;31
selectedIndexes;Array;1.00;67
selectedTag;FamixTag;1.00;38
selecter;ToCompositeSelecter;0.82;83
selectionInterval;Interval;1.00;33
selectionModel;ToPrimarySelectionModel;0.81;116
selectionModes;Array;1.00;32
selectionOf:;Interval;1.00;41
selectionOption;ToListSelectionOption;0.95;55
selector;Symbol;0.98;205
selectors;Collection;0.96;46
selectsMethod:;Boolean;1.00;40
selfAxis:;XPathNodeSet;1.00;40
semiAsync;ClyAsyncQuery;0.98;40
sendEventToPropertyWriters:;#yourself;1.00;55
sendTo:;BlEvent;0.99;238
sendToSkin:;ToSkinEvent;1.00;31
sendToStyleSheetSkin:;ToSkinEvent;1.00;37
serializeInstance:with:;FLIteratingCluster;1.00;58
serializeInstancesStepWith:;#yourself;1.00;43
serializePostInstancesStepWith:;#yourself;1.00;40
serializeReferencesOf:with:;#yourself;1.00;32
serializeReferencesStepWith:;#yourself;1.00;44
setAttributes:;#yourself;1.00;30
setBalloonText:;Morph;1.00;33
setContext:;#yourself;1.00;84
setDefaultStepping;#yourself;1.00;109
setModelBeforeInitialization:;SpPresenter;1.00;170
setOwner:;#yourself;1.00;49
setParent:;#yourself;1.00;45
setParent:canvas:;#yourself;1.00;43
setParser:;#yourself;1.00;87
setProperty:toValue:;#yourself;1.00;115
setUp;#yourself;1.00;3311
setUpClassFactory;FLSerializationTest;1.00;39
setUpCreationTargetController;OPAbstractElementControllerTest;1.00;46
setUpEnvironment;TestCase;1.00;142
setUpMaterializer;FLSerializationTest;1.00;39
setUpSerializer;FLSerializationTest;1.00;40
setUpStreamStrategy;FLSerializationTest;1.00;43
setValue:;#yourself;0.84;66
setting:;SettingNodeBuilder;1.00;41
settings;Model;0.83;52
severity;Symbol;0.97;114
shape;RSShape;0.90;123
shape:;#yourself;0.94;81
shapeFor:;RSBoundingShape;1.00;42
shapes;RSGroup;0.99;86
shapes:;#yourself;0.96;78
sharedPools;SequenceableCollection;1.00;35
sharedVariables:;#yourself;1.00;32
shortcutKey;KMKeyCombination;1.00;30
shortcutKey:;SpCommand;1.00;38
shouldBeDisplayedOnRightSideInToolbar;Boolean;1.00;66
shouldBePositionableByUser;Boolean;1.00;101
shouldBeResizableByUser;Boolean;1.00;94
shouldBeSelectable;Boolean;1.00;85
shouldCheckMethod:;Boolean;1.00;174
shouldFail:;RBAbstractEnvTestCase;1.00;75
shouldHaveController;Boolean;1.00;76
shouldInheritSelectors;Boolean;1.00;333
show;#yourself;1.00;46
showDependenciesInDiagram;OPAbstractElementControllerTest;1.00;69
showInDiagram;OPAbstractElementControllerTest;1.00;74
showWithoutDependentInDiagram:;#yourself;1.00;193
showWithoutDependentInDiagramModel:;OPElementController;0.81;30
signalUpdate;#yourself;1.00;105
signature;String;1.00;40
size;Integer;0.95;874
size:;#yourself;0.89;191
skinEventListeners;OrderedCollection;1.00;62
skinManager;ToSkinManager;1.00;105
skinManagerDo:;#yourself;1.00;150
slotTestPackageName;String;1.00;32
slots;SequenceableCollection;1.00;44
slots:;#yourself;1.00;66
snapToEdgeIfAppropriate;Morph;1.00;103
snapshot;MCSnapshot;0.86;36
sort;#yourself;1.00;32
sort:;#yourself;0.88;45
sortBlock;FullBlockClosure;1.00;35
sortKey;String;1.00;39
source:;#yourself;0.85;315
sourceAnchor:;MooseEntity;1.00;38
sourceEdges;Collection;1.00;38
sourceEvent:;BlEvent;1.00;35
sourceSelector;Symbol;1.00;45
sourceSelectorIn:;Symbol;1.00;45
sourceText;String;1.00;80
spaceDo:;#yourself;1.00;166
spaceFillWeight;Integer;1.00;50
specInitializationStrategy:;#yourself;1.00;47
species;Object class;1.00;84
spineDecoration;RSChartSpineDecoration;1.00;33
star;PPPossessiveRepeatingParser;0.93;100
start:;#yourself;0.99;71
startElement:;#yourself;1.00;36
startElement:prefix:uri:localName:attributes:;#yourself;1.00;33
startInterspace:;#yourself;1.00;30
startPoint:;#yourself;1.00;39
startSymbol;Symbol;1.00;46
step;#yourself;0.82;80
stepper:;PMODESolver;1.00;38
stonAllInstVarNames;Array;1.00;243
stonName;Symbol;1.00;47
stonOn:;#yourself;1.00;107
stonPostReferenceResolution;OPDiagramElement;1.00;77
stonProcessSubObjects:;OPDiagramElement;1.00;77
stop:;#yourself;1.00;30
storeOn:;#yourself;0.98;103
stream:;#yourself;0.92;82
streamAdapterClass;XMLStreamAdapter class;1.00;133
streamClass;Object class;1.00;57
streamCollection;ArrayedCollection;1.00;52
streamConverterClass;XMLStatelessStreamConverter class;1.00;83
string;String;0.88;109
stringFrom:;String;1.00;200
stringValue;String;0.94;62
strokedBounds:of:;BlBounds;1.00;31
styleName;String;1.00;62
styler;RSChartStyler;0.89;32
styler:;#yourself;1.00;32
subclass:;#yourself;1.00;30
subclasses;OrderedCollection;0.89;50
subjectClass;MicAbstractBlock class;0.83;39
subjectUnderTest;ReAbstractRule class;1.00;71
submetamodels;SequenceableCollection;1.00;60
submorphBounds;Rectangle;1.00;86
submorphs;Array;1.00;177
submorphsDo:;Morph;1.00;169
superclass:;#yourself;1.00;128
superclassName;Symbol;1.00;33
superclassName:;#yourself;1.00;45
superclassesAndFamixTraits;Set;1.00;41
system:;#yourself;1.00;79
tabOrder;Integer;1.00;31
tagAssociations;OrderedCollection;0.92;33
tagName;String;1.00;31
tagName:;#yourself;0.97;36
tags;Collection;0.84;84
takeKeyboardFocus;#yourself;1.00;94
takesKeyboardFocus;Boolean;1.00;67
target:;#yourself;0.90;495
targetEdges;Collection;1.00;34
targetSelector;Symbol;1.00;47
targetSelectorIn:;Symbol;1.00;45
taskQueue;BlTaskQueue;0.95;80
tearDown;#yourself;1.00;1161
tearDownClassFactory;FLSerializationTest;1.00;39
tearDownEnvironment;FLSerializationTest;1.00;39
templateRepository;PhLTemplateTestRepository;1.00;31
testAdd;TestCase;0.95;70
testAddAll;TestCase;1.00;41
testAddController;#yourself;1.00;52
testAt;TestCase;0.91;43
testAtEnd;#yourself;1.00;37
testAtEndNext;IteratorTest;1.00;38
testAtPut;TestCase;1.00;42
testBasic;TestCase;1.00;51
testBeingCopiedWithDiagram;OPAbstractElementControllerTest;1.00;51
testBeingKeptWhenEditorFocusChanges;OPAbstractElementControllerTest;1.00;51
